Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,MonthlyCharges,Churn
No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,90.85,Yes
No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,108.1,No
Yes,No,11,Yes,No,No,No,No,No,No,19.95,Yes
Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,85.45,Yes
No,No,42,No,No,DSL,Yes,Yes,Yes,Yes,54.75,No
No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,90.4,No
No,Yes,1,Yes,No,DSL,No,No,No,No,44,No
No,No,27,Yes,Yes,Fiber optic,No,No,No,No,95.6,No
Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,84.8,No
No,No,2,Yes,No,DSL,No,No,No,No,44.3,No
No,No,19,Yes,No,No,No,No,No,No,19.9,No
Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,95.05,No
No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,90.05,No
Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,109.9,No
No,No,34,Yes,No,Fiber optic,No,Yes,No,No,73.95,Yes
No,No,33,No,No,DSL,No,No,Yes,Yes,54.6,No
Yes,Yes,23,Yes,No,No,No,No,No,No,20.05,No
No,No,32,Yes,No,No,No,No,No,No,19.75,No
No,No,11,Yes,No,No,No,No,No,No,20.05,No
Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,99.45,Yes
Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,55.9,No
No,No,20,Yes,No,No,No,No,No,No,19.7,No
No,No,72,Yes,No,No,No,No,No,No,19.8,No
Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,95.4,No
Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,93.95,No
No,No,1,Yes,No,No,No,No,No,No,19.9,Yes
No,No,1,Yes,No,No,No,No,No,No,19.6,Yes
No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,81.35,Yes
Yes,No,46,Yes,Yes,No,No,No,No,No,24.45,No
Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,74.95,No
No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,87.35,No
Yes,No,48,Yes,No,Fiber optic,No,No,No,No,70.65,No
Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,73.25,No
Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,98.7,No
Yes,Yes,40,Yes,Yes,No,No,No,No,No,24.8,No
Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,83.3,Yes
No,No,1,Yes,No,Fiber optic,No,No,Yes,No,75.3,Yes
Yes,Yes,5,Yes,Yes,No,No,No,No,No,24.3,No
No,No,7,Yes,No,Fiber optic,No,No,No,No,69.85,No
No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,100.55,No
Yes,Yes,44,Yes,Yes,No,No,No,No,No,25.7,No
No,No,10,No,No,DSL,Yes,Yes,Yes,No,40.7,No
Yes,No,55,Yes,Yes,DSL,No,No,No,No,51.65,No
Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,105.1,No
Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,85.95,No
No,No,18,Yes,Yes,Fiber optic,No,No,No,No,75.6,No
Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,58.25,No
Yes,Yes,61,Yes,No,No,No,No,No,No,19.4,Yes
Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,65.2,No
No,No,2,Yes,No,DSL,Yes,No,Yes,No,53.45,No
No,No,12,Yes,No,DSL,No,No,No,No,45.4,Yes
Yes,No,41,Yes,No,No,No,No,No,No,19.75,No
No,No,26,No,No,DSL,No,No,Yes,Yes,44.45,No
Yes,No,36,Yes,No,No,No,No,No,No,20.85,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,114.05,No
Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,89.85,No
No,No,1,Yes,No,DSL,No,No,Yes,Yes,55.05,No
Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,112.95,No
No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,101.55,No
Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,114.65,No
No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,64.8,No
Yes,No,36,Yes,No,Fiber optic,No,No,No,No,80.4,No
No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,105.9,Yes
No,No,1,Yes,No,Fiber optic,No,No,No,No,69.55,Yes
Yes,Yes,52,Yes,Yes,No,No,No,No,No,25.05,No
Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,94.75,No
Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,105.5,No
No,No,64,Yes,Yes,No,No,No,No,No,24.7,No
No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,69.75,No
Yes,No,60,No,No,DSL,No,Yes,Yes,Yes,60.2,No
Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,81.05,Yes
Yes,No,61,Yes,Yes,No,No,No,No,No,24.4,No
No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.15,No
Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,92.9,No
Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,80.8,No
Yes,No,2,Yes,No,No,No,No,No,No,20,No
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,75.1,No
No,Yes,6,Yes,No,No,No,No,No,No,19.65,No
Yes,No,24,Yes,No,DSL,No,Yes,No,No,69.45,No
Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,101.15,Yes
No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,99.8,Yes
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,116.05,No
No,No,70,No,No,DSL,No,No,No,Yes,40.05,No
Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,102.1,No
Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,89.7,No
No,Yes,44,Yes,No,No,No,No,No,No,19.9,No
Yes,Yes,13,Yes,No,DSL,No,No,No,No,55.95,Yes
No,No,17,Yes,No,No,No,No,No,No,20.65,No
No,No,1,Yes,No,DSL,No,No,No,No,55,Yes
Yes,No,9,Yes,No,DSL,No,No,Yes,No,70.05,No
Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,53.6,No
Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,74.7,Yes
No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,80.25,Yes
Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,76.05,No
Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,75.7,No
No,No,5,Yes,No,Fiber optic,No,No,No,Yes,96.1,Yes
No,Yes,15,Yes,No,Fiber optic,No,No,No,No,69,Yes
Yes,Yes,11,Yes,No,No,No,No,No,No,19.65,No
Yes,No,48,No,No,DSL,Yes,No,Yes,No,45.3,Yes
No,No,20,Yes,No,Fiber optic,No,No,No,No,81.45,No
Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,108.5,No
Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,83.55,Yes
Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,84.5,No
No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,100.15,No
No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,88.6,No
Yes,Yes,0,No,No,DSL,Yes,No,Yes,Yes,52.55,No
No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,74.35,Yes
Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.8,No
No,No,2,Yes,No,DSL,No,Yes,No,No,59,No
Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,74.4,Yes
Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,64.05,No
No,No,1,Yes,No,No,No,No,No,No,20.4,No
No,No,22,No,No,DSL,No,Yes,Yes,No,43.75,Yes
Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,60.9,No
Yes,No,70,Yes,No,No,No,No,No,No,19.8,No
No,No,5,No,No,DSL,No,Yes,No,No,28.45,Yes
No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,99.7,Yes
No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,116.25,No
Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,80.7,No
Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,65.2,No
Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,84.05,No
No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,79.45,No
No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,94.1,Yes
No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,78,No
Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,94.2,Yes
Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,80.5,Yes
No,No,1,Yes,No,No,No,No,No,No,19.85,No
Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,94.3,No
No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,106.45,No
Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,74.35,Yes
No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,105.45,No
No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,95,No
No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,104.8,Yes
No,No,28,Yes,No,DSL,Yes,No,No,Yes,54.3,No
Yes,No,5,Yes,No,Fiber optic,No,No,No,No,70.05,No
Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,75.2,Yes
No,No,12,Yes,No,No,No,No,No,No,20.05,No
Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,105.4,No
Yes,No,29,Yes,Yes,DSL,No,No,No,No,51.6,No
Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,85.5,No
No,No,23,Yes,Yes,Fiber optic,No,No,No,No,75.6,Yes
Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,100.05,Yes
No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,91.25,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,115.75,No
Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,94.7,No
Yes,Yes,35,Yes,No,No,No,No,No,No,19.6,No
No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,99.9,No
Yes,Yes,24,Yes,No,No,No,No,No,No,21.1,No
Yes,Yes,70,Yes,No,No,No,No,No,No,20.05,No
No,No,2,Yes,No,Fiber optic,No,No,No,No,79.95,No
Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,107.15,No
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,85,Yes
No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,89.55,No
Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,81.55,No
Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,58.45,No
Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,95.65,No
Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,80.6,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,113.1,No
No,No,11,Yes,Yes,DSL,No,No,No,No,58.95,No
No,No,1,Yes,No,No,No,No,No,No,19.55,No
No,No,10,Yes,Yes,Fiber optic,No,No,No,No,86.05,Yes
No,No,13,No,No,DSL,Yes,No,No,Yes,45.55,Yes
Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,78.95,No
Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,86.3,Yes
No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,105.05,No
Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,101.9,No
No,No,15,Yes,No,No,No,No,No,No,19.75,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,110.3,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,115.6,No
Yes,Yes,55,Yes,No,No,No,No,No,No,19.35,No
Yes,Yes,23,Yes,Yes,No,No,No,No,No,25.6,No
No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,80.35,Yes
Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,68.75,No
No,No,1,Yes,No,No,No,No,No,No,19.9,No
No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,70.6,No
No,No,11,Yes,No,Fiber optic,No,No,No,No,70.2,No
No,No,1,Yes,No,DSL,No,No,No,Yes,49.3,No
Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,107.25,No
Yes,No,3,Yes,Yes,No,No,No,No,No,23.6,No
Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,69.7,No
Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,99.5,No
No,No,7,Yes,No,DSL,No,No,Yes,Yes,64.3,No
Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,70.85,No
Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,101.9,No
Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,73.5,No
No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,100.25,Yes
No,No,11,No,No,DSL,No,Yes,Yes,Yes,40.4,No
Yes,Yes,60,Yes,No,No,No,No,No,No,19.25,No
No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,59.6,No
No,No,11,Yes,No,DSL,No,No,Yes,Yes,64.9,No
Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,100.3,Yes
Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,110.85,No
Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,81.05,No
Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,98.05,No
No,No,9,Yes,No,Fiber optic,No,No,No,No,70.5,No
Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,94.55,No
No,No,2,Yes,No,No,No,No,No,No,19.65,No
Yes,Yes,12,Yes,No,No,No,No,No,No,19,Yes
No,No,1,Yes,No,Fiber optic,Yes,No,No,No,75.3,Yes
No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,89.2,Yes
Yes,Yes,1,Yes,No,No,No,No,No,No,19,No
No,No,3,Yes,No,No,No,No,No,No,20,No
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,85.7,Yes
No,No,52,Yes,No,DSL,Yes,Yes,No,No,63.25,No
Yes,Yes,5,Yes,No,No,No,No,No,No,20.1,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,99.15,No
Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,90.4,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,111.9,No
Yes,Yes,46,Yes,Yes,No,No,No,No,No,24.9,No
Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,83.5,No
No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,84.3,No
No,No,1,Yes,No,DSL,No,No,No,No,45.6,No
No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,61.65,Yes
No,No,16,No,No,DSL,Yes,Yes,Yes,Yes,54.85,No
No,No,4,Yes,Yes,DSL,No,No,No,Yes,65.55,No
Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,90.35,No
Yes,No,65,Yes,No,No,No,No,No,No,20.4,No
No,No,16,Yes,No,Fiber optic,No,No,No,Yes,74.55,No
No,No,2,Yes,No,No,No,No,No,No,19.95,No
Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,74.25,No
No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,108.65,No
No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,109.55,No
Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,86.65,No
Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,81,No
No,Yes,51,Yes,No,DSL,No,No,No,Yes,47.85,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,114.55,No
Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,105.25,Yes
Yes,Yes,9,No,No,DSL,No,Yes,No,No,29.95,Yes
Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,65,Yes
No,Yes,66,Yes,No,No,No,No,No,No,20.55,No
No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,109.8,No
No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,69.5,No
No,No,15,Yes,Yes,DSL,No,No,No,No,48.85,No
No,No,8,No,No,DSL,No,No,No,No,25.25,No
No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,102.85,No
No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,87.55,No
No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,78.55,No
Yes,Yes,10,No,No,DSL,No,No,No,No,34.55,No
No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,92.05,No
Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,85.05,No
No,No,20,Yes,No,No,No,No,No,No,19.7,No
No,No,7,Yes,No,No,No,No,No,No,20,Yes
Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,95.15,No
Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,84.25,No
Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.6,No
No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,111.65,No
Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,90.05,Yes
Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,110.75,Yes
Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,55,No
Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,89.85,No
No,No,10,Yes,No,No,No,No,No,No,20.35,No
No,No,40,No,No,DSL,Yes,No,No,Yes,54.55,No
Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,105.5,Yes
No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,99.45,No
Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,70.9,No
Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,104.55,Yes
Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,85.25,Yes
Yes,Yes,68,Yes,Yes,No,No,No,No,No,25.4,No
Yes,Yes,43,Yes,No,DSL,No,No,No,No,56.15,Yes
No,No,1,Yes,No,Fiber optic,No,No,No,No,89.55,Yes
No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,89.85,No
Yes,Yes,15,Yes,Yes,No,No,No,No,No,25.25,No
Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,94.55,Yes
No,No,1,Yes,No,DSL,No,No,No,No,45.7,Yes
Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,69.65,No
No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,89.5,Yes
No,No,24,Yes,No,Fiber optic,No,No,No,No,70,No
No,No,3,Yes,No,Fiber optic,No,No,No,No,69.55,Yes
No,No,1,Yes,No,Fiber optic,No,No,Yes,No,74.6,Yes
Yes,Yes,35,Yes,No,No,No,No,No,No,20.1,No
No,No,17,Yes,Yes,No,No,No,No,No,24.8,No
No,No,8,Yes,No,No,No,No,No,No,19.65,Yes
No,No,10,Yes,No,Fiber optic,No,No,No,Yes,95.1,No
Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,88.85,No
Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,78.8,No
Yes,Yes,2,Yes,No,No,No,No,No,No,19.85,Yes
Yes,No,37,Yes,No,No,No,No,No,No,20.35,No
No,No,4,No,No,DSL,No,No,No,No,24.25,Yes
No,No,10,Yes,No,DSL,No,No,No,No,45.25,No
No,No,1,Yes,No,No,No,No,No,No,20.05,No
Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,69.55,No
Yes,Yes,57,Yes,No,No,No,No,No,No,19.5,No
No,No,3,Yes,No,Fiber optic,No,No,Yes,No,74.75,No
No,No,2,Yes,No,Fiber optic,No,No,No,No,69.65,Yes
No,No,49,No,No,DSL,No,No,Yes,No,30.2,No
No,No,4,Yes,No,DSL,No,No,No,No,45.65,Yes
Yes,No,70,No,No,DSL,No,Yes,Yes,Yes,57.8,No
Yes,Yes,53,Yes,No,No,No,No,No,No,19.85,No
Yes,Yes,53,Yes,Yes,No,No,No,No,No,25.55,No
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,75.05,Yes
No,No,22,Yes,Yes,No,No,No,No,No,24.85,No
No,No,52,No,No,DSL,No,Yes,No,No,49.15,Yes
No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,110.35,No
No,No,48,Yes,Yes,No,No,No,No,No,24.55,No
No,No,2,No,No,DSL,No,No,No,No,34.7,Yes
No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,107.95,No
Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,81.4,No
Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,80,Yes
Yes,Yes,61,Yes,No,DSL,No,No,Yes,Yes,73.8,No
No,No,3,Yes,No,DSL,Yes,No,No,Yes,64.4,No
No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,103.75,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,71.1,No
No,No,1,Yes,No,DSL,No,No,No,Yes,49.9,No
No,No,51,Yes,Yes,No,No,No,No,No,24.6,No
No,No,2,Yes,No,DSL,Yes,No,No,No,49.25,Yes
No,No,52,No,No,DSL,No,Yes,No,No,30.1,No
No,No,51,Yes,Yes,Fiber optic,No,No,No,No,83.4,No
No,No,1,Yes,No,No,No,No,No,No,20.45,No
Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,Yes,75.25,No
No,Yes,47,Yes,No,No,No,No,No,No,20.55,No
No,No,3,Yes,Yes,Fiber optic,No,No,No,No,75.1,Yes
No,No,22,Yes,No,No,No,No,No,No,20.05,No
Yes,No,1,Yes,No,No,No,No,No,No,20.65,No
Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,85.15,No
Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,50.15,Yes
Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,84.95,No
Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,66.5,No
Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,63.3,No
No,No,35,Yes,Yes,Fiber optic,No,No,No,No,83.15,No
No,No,29,Yes,Yes,Fiber optic,No,No,No,No,84.9,No
No,No,2,Yes,No,No,No,No,No,No,20.55,No
No,No,4,Yes,No,DSL,No,Yes,No,No,49.25,No
No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,79.85,Yes
No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,59.6,No
No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,104.65,No
Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,75.3,No
Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,80.1,No
No,No,1,Yes,No,No,No,No,No,No,19.55,Yes
Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,81,No
No,No,58,Yes,Yes,No,No,No,No,No,24.7,No
No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,86,No
Yes,No,72,Yes,Yes,No,No,No,No,No,25.4,No
No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,89.15,No
Yes,No,71,No,No,DSL,No,Yes,Yes,Yes,58.25,No
No,No,32,Yes,Yes,Fiber optic,No,No,No,No,85.65,No
No,No,26,No,No,DSL,No,No,Yes,No,50.35,No
Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,80.35,No
Yes,Yes,2,Yes,No,No,No,No,No,No,20.2,No
Yes,Yes,61,Yes,No,No,No,No,No,No,20.55,No
Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,85.95,Yes
No,No,3,Yes,No,DSL,No,No,No,No,45.35,Yes
Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,94.5,Yes
Yes,No,9,Yes,No,No,No,No,No,No,21.25,No
No,No,22,Yes,Yes,No,No,No,No,No,26.25,No
Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,80.85,No
No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,91.7,Yes
No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,74.2,No
No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,87.25,Yes
No,No,5,Yes,No,No,No,No,No,No,20.35,No
Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,75.5,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,79.05,No
Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,90.15,No
Yes,Yes,32,No,No,DSL,No,No,Yes,No,50.6,No
No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,110.45,No
Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,101,No
No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,79.35,No
Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,89.85,No
No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,65,No
No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,80.45,No
No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,98.55,Yes
Yes,Yes,61,Yes,Yes,No,No,No,No,No,24.1,No
No,No,5,Yes,No,DSL,No,No,No,No,44.05,No
Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,110.8,No
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,114.95,No
No,No,3,Yes,No,Fiber optic,No,No,Yes,No,75.05,No
Yes,No,48,Yes,No,No,No,No,No,No,19.25,No
No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,90.05,No
No,No,27,Yes,No,DSL,Yes,Yes,No,No,56.7,No
Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,80.15,No
Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,71.35,No
No,Yes,0,Yes,No,No,No,No,No,No,20.25,No
Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,90.35,No
No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,98.55,Yes
No,No,66,Yes,No,No,No,No,No,No,19.7,No
No,No,3,Yes,No,No,No,No,No,No,19.85,No
No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,85.9,Yes
Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,90.35,No
No,No,1,Yes,No,No,No,No,No,No,20.8,No
No,No,22,Yes,No,Fiber optic,No,No,No,No,89.25,Yes
Yes,No,3,Yes,No,Fiber optic,No,No,No,No,70.3,Yes
Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,66.85,No
Yes,Yes,65,Yes,No,No,No,No,No,No,19.9,No
